ReviewerName,ReviewTitle,Reviews,Rating
craig ohman,No Other Option / Choice,"I have a 8 year old 65"" flat screen that you guessed it was outdated the moment I left the store with it.After years of not being able to update or add new  apps I had no other option other than to buy one of these.Pros: a lot of apps to choose fromCon: pray you never have to reset it. I have a better chance of winning the lottery than getting any information from a customer service rep.And wow Amazon a billion dollar company can't even use accurate images of the product on the instructions page.Remote: Can't stand that it isn't backlit. I don't know anyone who watches TV with a ton of lights on. So you can't see the buttons when watching TV at night.I wish the TV mfg were forced to figure a way or build a better TV. We shouldn't have to buy 3rd party sticks to add the ability to steam apps that are on new TVs.",2
Steve Benghiat,Remote stopped working - 2 months works again?,"Same problem my Apple TV, remote control head. It just stops working. Won’t be detected anymore. I did the whole push this button that button, reset, this reset that, check the batteries… Doesn’t work.  The workaround of courses load the app into your phone, but still. The company as riches Amazon should have only the best materials for a product they put their name on.  The Google Chromecast is the obvious competitor. Roku lacks a feature that these other two have. I guess on a lower note, the way you plug. The thing into the side of a projector is not thought through; because you basically have this Amazon fire stick, just sticking out the side. Which looks weird. If they had a plug that was flat along the edge of the projector, that would be much better. Meanwhile, the remote control doesn’t work and that’s a nuisance.OK n now, 2 month later, the remote works again…?Unfortunately, I didn’t notice what happened that made it possible to again pair the remote…",2
METALHED'88,Like a Black Hole,"Purchased a Fire TV Stick 4K so I could get rid of the cable box and remote my service provider was charging me for every month.  The good news is, the Fire Stick will pay for itself within 5 months.  :)  It was easy to install and, for the most part, is easy to use.  But NOT as easy as my remote was.  Also, the biggest gripe I have with the fire stick is that it is not backlit and I don't see one available that is.  Searching for the fire stick at night has been made easier by always putting it back in the same place - but even when you have it in your hand it's like looking for a black hole in the dark.  With it's matte black finish and without a back light, you cannot see any of the buttons to press.  I don't have (nor do I want) a night light in my room but when the TV goes dark I can't use the fire stick without turning the lights on and possibly waking my husband.  So while I love the idea of the savings I'll eventually see, I'm beginning to wonder if it's really worth it.  Debating whether or not to send it back.",2
Merrill,The remote only lasts 4 to 6 months!!,"I LOVE the Firestick!  But the remote is a spawn from hades.  I have had a Firestick for the last 5 years.  I have consistently purchased a new one every year, sometimes through Amazon and sometimes from Best Buy, because the remote dies and its more cost effective to just get a new device.  This LAST remote though!!  I purchased around September.  The remote died within a MONTH!  I have to put the batteries in the remote, turn on the tv and select a program, then take the batteries back out of the remote.  Want to change the volume?  Put batteries back in, change volume, take batteries out. Finished watching tv? Put batteries in, turn off tv, take batteries out.  The next day put batteries in and.... nothing.  Need new batteries!  seriously!! I am NOT happy!!",2
Mark R. Wietstock,"Was 4 stars but now it’s 3, stupid remote…","Everything about the firestick works perfectly fine. I’ve owned one before, so it nothing out of the ordinary, but the fact that the batteries didn’t last 3 months, doesn’t make sense, to me. How you selling a “new product” to someone and the batteries 🪫  are about to die? I mean, who puts old batteries in something, you’re selling? The answer is “a crook”. Someone that is trying to get over, when you could’ve just ♻️ the batteries, player, 🤦🏽‍♀️.Update: it wasn’t the batteries, it was the remote. So instead of 4 stars, you get 3, now. Nico, with Amazon customer service, had me kill more batteries, to give him the serial number. Then he caught an attitude when I called him on it. Batteries ain’t cheap, but he didn’t want to reimburse me on the now 6, batteries that this remote is killing, that before almost made it to 3 months, but now dies within a matter of a couple of hours. Either way, the crap is defective and Nico had no choice but to send out a replacement. Just wondering why he needed the serial number, if he was just gonna send… never mind, hopefully this remote isn’t refurbished, like apparently this one was. I just read some more reviews, and determined that the fix for the remote issues, is to go back to the old remotes, they worked. The reason why I don’t have my old one, is because I didn’t use it, so I sold it to a friend. But I need one now cause my LG tv won’t download DIRECTV Stream. But I wish I still had the old one, cause I never had any issues like I, and apparently everybody this year, is.",2
Brandon B,Unable to get help. May be defective,We’ve had this remote for a few month and it slowly began cutting out and freezing. I have reused the older one and works fine. I have tried it on several tvs and it does the same thing. We have tried to get in touch with support and we’re unable to reach anyone ( time of year perhaps)  the stick now cuts off a dozen times a day. I have liked the other models but since we have been unable to resolve the problem is why it is only getting 3 stars,2
Carol C.,good but remote doesn't work,I bought a fire stick and have been using it for 2 month now. The streaming in great but I have been using the remote app on my phone because the actual remote does not work. It keeps stating that the remote has low battery. I have changed the batteries several times and it still doesn't work. Alexa will also not connect due to the low batteries. I still give it 3 stars because the streaming has no hiccups when I use the remote app.,2
Michael bates,Picture clarity is great but color quality is awful.,"I have an older model firestick for my Samsung tv in the den and I absolutely love it. I never have wifi connection problems and the menu and picture/color is great.Bought this newer model for our tv in the living room for a newer Samsung tv. Start up is easy, has the great menu features but the picture is about a step up from black and white. No color adjustment in the stick that I can find and the tv picture adjustments don't reall allow for a strict enhancement of color with the ""standard, dynamic, movie, etc"" picture adjustments.As a result, we don't use it anymore. Will hold onto to it for now but will probably trash it if I can't get the color to a normal status.",2
Sm Sohelozzaman,Nice upgrade but Battery Killer!!,"We have enjoyed the upgrade from the last firestick we had, but boy does the remote drain batteries fast! Since we’ve been using it we have to switch out the batteries every 1-2 days! Not affordable and very frustrating. I have to use my app on the phone to use the firestick. Hoping they fix this very soon.",2
LaTrisha,Hard to Navigate,"My friend bought one and asked me to set it up. Some difficulty, but got it done. The one feature that does not work well is trying to get local channels. She asked for local news and gets channels 300 miles away. We downloaded a local channel and once we went to another channel we were unable to find it. Even the voice remote does not recognize it.Better than cable, but be prepared for disappointments. Also prepare for hundreds of Amazon ads.I like my Roku much better.",2
Danielle Roorbach,"Was inexpensive, but kept restarting after after a week","The software is easy to navigate, but it’s frustrating that it doesn’t actually migrate anything from other previous fire sticks. A better option would be to have all of your previous apps and info migrate over and ask which apps you’d like to kee/put on the new stick. Then, as stated in the title, the fire stick would constantly shut down and restart mid episode. I had to reset to factory settings and reinstall all the apps and passwords again. Not sure if this is a glitch in the programming or not. But I’ll wait and see if it does this again",2
Karen C. ,Hit or miss.,"Was fine for the first month, then it started closing randomly with an error message when streaming; the message advising to ""try again"". Sometimes you get sound but no picture. We verified it's not the TV; regular ""air/non-streaming"" channels are fine.  We're going to go back to Roku. We had a Roku device for over 7years and only went with the fire stick because a family member suggested giving it a try.  Roku works and you can get customer service when you need assistance. Amazon customer service is substandard. Half the time you cannot understand the person on the line and they don't seem to be able to find answers to tech issues. Very disappointed with product.",4
Bertha Howard,Poorly made device - buy a Roku,"The device integrates with the Amazon ecosystem nicely, but it is laggy, often takes several seconds to respond to a button press, and the “quick access” buttons on the remote changes the input (which it is NOT supposed to do) on my tv but does not launch the appropriate app. I was very sold on this for a LONG time, but when one device “bricked” (froze on “Amazon” logo, bought a Roku, and I learned what I’ve been missing. Roku is MUCH quicker, and I’ve yet to find something that Amazon offers that I can’t access on the Roku.If your internet connection is out or weak, you can’t even access things on your local network (like a NAS).",5
James Fox,Not worth it anymore,"I bought this to replace my old fire stick because it was glitchy and it was older so I figured it was time. I was thinking this would be an upgrade and honestly it was fine at first but a few months in the remote would drain batteries. So I thought maybe I should get better quality ones, so I did and nope still not working. They the back of the remote kept falling off so I taped the back of the remote.I constantly have to restart or unplug the actual stick because the screen will just go black at least once a week. This was just a huge waste, after years of being a Fire Stick customer I've decided to switch to something else, As the years pass the quality has gone to the toilet.",3
Sangeeta,Requires constant rebooting,"It needs a total power cut to turn on as the provided instructions to awaken a sleeping stick only works about 25% of the time. And then when it starts about 50% of the the time there is no sound requiring a power down second reboot. When using the YouTube app somehow Google is able to cram an advertising break in every 3 minutes, something that does not happen with other apps when playing YouTube. Maybe it is Amazon trying to get you to turn off YouTube and go to their Prime service.",2
Merrill,"Richest man, poor wuality product","On my third version.  If there was another source for this equipment, I would buy theirs.  For one of the richest men in the world, you’d think he could make a better quality product.  My first version kept being non responsive and I would have to unplug, remove the device connection from the tv and wait about a minute before plugging back in.  Sometimes, I would have to do this multiple times.  The second one just died all together.  On my third version now.  Unfortunately, there isn’t another source for the equipment.  If you want Amazon streaming, you have to purchase Amazon’s equipment.",2
Mark R. Wietstock,Fire Tv remote using 2 batteries per day,"Fire stick is easy to set up but the remote is using and insane amount of battery, like 2 per day. This is unacceptable, and I must return it. Batteries should last for at least 3 months.",2
juan martin cadenazzi,Preprogrammed Apps,"Hello,  It is infair that most of your customers are forced to keep apps we don't use. When one of the preprogrammed apps does not operate properly and all troubleshooting has been utilized,  then the stick needs to be Reset for a problem with one application. Case and point, Prime Video will not play on one of 3 of my fire sticks. It sucks that these unused apps have to consume space that other useful apps could use. When will Amazon install an update so that we can choose our own content??",2
Amazon Customer,Garbage.  I've had 2 of them STB this year,"I subscribe to DirecTV Stream, and I'm reasonably happy with it because of the breadth of their offering.  But Google isn't as big a fan of theirs since, presumably, it competes with their narrower YouTube TV. Because of that, the app isn't available on the Google Play Store for GoogleTV users.  So my otherwise wonderful NVIDIA Shield is a no-go.Enter Fire Stick.  It does allow you to download DirecTV Stream since it's not limited by Google's Walled Garden.  We've been happily using it on the TV my wife uses the most since earlier in the year.  We also got one for our home office TV.Over the last 2 weeks, the one in my office started freezing, shutting down, and denying access to the gear menu.  I finally had to just take it off and resort to casting to that tv.  Then the one my wife is using started throwing picture discoloration issues intermittently.  The whole screen takes on a magenta caste which can only be fixed by letting it rest for a few hours.Needless to say, these aren't good long-term options for streaming.  If one device failed I could chalk it up to a one-off.  But two of them, within 8 months, nope.Save your money and look elsewhere.",2
Joanne,Would not get again...very disappointed,I have purchased so many firesticks and this is by far the worse. I changed the battery thinking it was the battery and it would not work. It stopped and started working intermittently several times. I don't know what the problem is. I wouldn't get again. If this was my first time getting one and if I didn't have so many I would seriously contemplate another device. Very 🙁 unhappy.,2
Veronica jokerst,I like the stick but not the ads and commercials,"I find it funny when I watch conservative shows and news, Amazon likes showing male on male sex commercials and advertising lgbtq crap in front of my kids.  They have no parental locks to control their ads!  But I guess Amazon likes doing that and companies like fox news and newsmax really don't care where their revenue comes from.  Everyone is a bunch of hypocrites.",2
Jeremy McCoy,"Works well, not like watching live TV",Wish it flowed the way regular cable TV does and just goes on to the next video in line. I have a tendency to just leave my TV on for background noise but after each video I have to select a new one. Would be great to have a Playlist of shows that could be lined up to play on a loop like YouTube.,2
King Sora,Poor picture color,"What a huge disappointment this device is. I've had several peripherals connected to the TV: a DVR, DVD player, antenna for live tv, etc. Picture quality on my 65"" Samsung LED has always been excellent. With anything now streaming through the Fire TV stick, the colors are just off, and blah. So I'm not sure I want to even use it for anything. Where possible, I'm going back to the previous source of shows, such as accessing Netflix through the Smart TV App directly, not through Fire TV.",2
Amazon Customer,Super disappointing,"I bought the Roku express 4k and firestick 4k at the same time. I didn't know which was better  At first they both worked fine. Although the Roku was easier to set up. Now 2 months in, the firestick works maybe 30% of the time. The remote says I need new batteries every 2 days. Most of the time I have to stand within 2 ft of the sensor for it to register the remote. The voice control works sporadically. I'm debating whether to contact Amazon to try and fix it or just return it and get another Roku (I have had 0 problems with). Since canceling cable, streaming is all we do. When the firestick doesn't work, takes 15 times to try to turn on, change the batteries every other day or having to basically stand a foot away to get it work.....save your money and buy a Roku",2
Jordan ,Great at first but tired of them randomly restarting after owning them for more than a year,"I love my firestick and the apps I can use with it. I just hate that after a while they start randomly restarting while you are watching something.This will be my 3rd firestick with this issue since owning a first generation one.whats even more grating is customer service support solution usually ultimately amounts to ""factory resetting"" the device which erases ALL of your apps. I have over 15 different apps I regularly use and factory resseting the device and THEN having to input all my login info is a pain in the ass.They also STILL have yet to fix using the restart function and then It just freezes and stays on ""your fire TV stick is powering off"" until you unplug it.",4
Doris A. ,Terrible with Hulu live TV,I have 2 firesticks and a cube. I use Hulu live TV as my streaming service and it's consistently crashing on the Amazon devices. I have an android TV in my master bedroom and Hulu live TV works fine and never crashes. I'll force close and clear cache but live TV crashes too often for my taste.,5
Deybi valencia,Great way to stream - remote control is terrible,"Fire TV stick works well with my equipment though the Thursday night football is low resolution at times (maybe my Wi-Fi?). Only complaint is the awful remote control. The remote is too small and rounded on the edges so it slips around in your hand. Also, there is no backlighting (this should be standard on all modern TV remotes) and the buttons are not tactile. May try one of the replacement remotes.",3
Merrill,Great product normally.,I just could not get this one to work. I have had 2 others and I love them. This one for some reason would not work. Beats me. I will buy the same thing again tho it seems to go up in price. Now I am awaiting credit for it. Has been in transit back to the company now 7 days since I bought it? That long? I love Amazon. First glitch.,2
Mark R. Wietstock,It is thier technology....,"I am not able to fully understand all its  features yet, it is new...so far...it fights with my Samsung smart TV...the are having a love smat...and I am not interested enough to try and call "" customer service"" so I can be directed to some articles to read while I take a potty break....Alexa never seams to answer the question: Alexa? You do know what to do with it?!",2
Sarah Link,Functional,"Streaming quality is great. The only major issue is the hot key buttons for Netflix, etc change the input on my tv instead of opening the specified app.",2
Jefferson D. Clark,Audio quality is not good.,"I really like everything about this device other than the audio quality, which is important to me. Very disappointed with that. I did an A-B comparison with my Apple TV and there is a night and day difference, especially in the low end.",2
Ricardo Pinte,"Convenient Wireless, But Clunky, Sometimes Disappointing","It’s convenient to go wirelessly, but it can sometimes be clunky. It takes a good bit of exploring and trying connections to figure out how this works.An update. We have recently begun to have buffering problems. We can watch a program using the fire stick and it will begin buffering half a second at a time. It messes up the picture and the sound. A technician from our provider came to check out the problem and said it was a poor WiFi signal. But when I switch from the fire stick where we’re trying to watch NBC, for example, to Roku on the same set, and use the NBC app, avoiding the fire stick, the image and sound are smooth and synchronized. There’s no change in the WiFi signal strength. But the fire stick will not provide a good, steady image. Disappointing.",2
oscar,Slower than the first one,Not happy with this fire TV 4K it is slow and i have to unplug it 9 out of 10 times to get the sound to work.,2
Karlaboo ,Fire Remote,I give it a 3 because of the remote. It stops working constantly and it very difficult to reset and pair itself. Have spent over an hour trying to reset. Frustrating,2
LLC_Amazon,Remote stop working,"I received this on 10/13/2022, here we are 11/16/2022 and the remote no longer works. The batteries have been changed and still nothing.",2
Stephanie R,Remote too small for senior citizens.,"Product was forced by our local cable company.  We are seniors and find the remote too small making the buttons hard to read.  Alexa claims channel (unable to find), 90% of the time.  Really?  Can't find NBC?  Remote  cheaply made, in my opinion: maybe because my previous remote had larger backlit buttons.  Fire stick, itself, works fine.",2
Ricky,Disappointed,This was to replace our older model Firestick that was beginning to have problems. The Firestick 4 has a problem communicating with with the Amazon Recast. Programs scheduled for recording do not record. Amazon is aware of the problem and supposedly are working on a fix. We replaced the Firestick 4 with our older unit. Beware of this issue if you have a Recast.,2
Amazon Customer,(Edited) Not ready for prime time - - Alexa on strike,"UPDATE 1/16/2022I contacted Amazon customer service about replacing this unit. Before I completed the transaction I decided to try the voice control, which had not worked even with tech support sharing my screen. To my great surprise Alexa is now working. I can only guess that another update remedy the problem. The rest of my review stands as is.I bought the 4K Firestick with Alexa as a Christmas season deal direct from Amazon. As a streaming device this fire stick is acceptable.Pros: It was easy to set up, including integration with my VPN and connectivity to my wifi. Channel selection is very good and streaming is smooth and consistent despite my remote location.Cons:1. The interface, compared with my Roku 3, is a little awkward. Some of that may be due to my not being used to the particular design of the interface. But trying to look at all my installed apps or to even tell which ones are installed and which ones are available is a little clumsy.2. *** Poor history tracking: it does not allow me to return where I left off very well. For instance, I was watching Eureka on Amazon Prime, first season. The title pops up correctly in my recently watched row, but every time I click to play, the interface reverts to season 5 episode 1, and I have to drill down to Seasons... Episodes...  figure out which episode I had left off at and select it.3. The screen timeout is abominably short. Every time I go to the bathroom or fix some tea, the screen goes to screensaver and I have to click through and say who's watching the fire stick and go to the channel I was watching and locate the episode. It's a little annoying.4. *** Alexa voice control from the Fire stick remote does not work. I get various error messages on the screen anytime I press the microphone button, all while the screen is telling me different suggestions for using Alexa. I have worked with tech support; they were very accommodating. They have shared my screen. We have updated my fire stick software. We have pressed all combination of different buttons at the same time and restarted the base; I've removed batteries from the remote, all to no avail. I have no voice control on my Alexa Firestick.The Firestick has a lot to recommend it, but this version is not ready for prime time.",2
Rhonda Metzgar,Fast forward terribly unintuitive,"Overall good product. Shortcomings come in the form of bad UI… of course, this is Amazon, so it’s to be expected at some level. The fast forward and rewind are terribly unintuitive. I’m sure more than 90% of the fire stick users would agree!  Good UI design should work easily, without screen prompts on how to do it.  Apple tends to get it right the most (but definitely not always)… also, to not have some of the fire sticks w a little more memory is a real problem. I would definitely pay for that. Have 2 fire sticks and one 4k fire stick in my home, so I feel understand some of their shortcomings well. I bought all 3 at heavily discounted times.",4
Merrill,REMOTE STOPPED FUNCTIONING 8 MONTHS IN...,WAS GOOD WHILE IT LASTED.,5
Mark R. Wietstock,Still not Chromescast level,"It'd been awhile since I'd used a fire stick, but thought I'd give it a try when it went on deep discount. It's hard to say that it isn't worth what I paid for it, it probably is, but I won't be using it. It doesn't remember where I leave off in episodes. If I turn it off, and go back the next day to continue watching, it starts over. Additionally, telling Alexa to play something will typically bring up the newest episode in a series, not the episode I'm on which renders the voice functionality pretty useless. As someone that also uses Google Assistant, I can say this isn't what I expected or hoped for. Again, might this be worth it on a steep discount, probably, but if you already have a chromecast or roku player you probably won't want to make the switch",3
James F.,Buffers quite a bit.  🙁,It does what it says but buffers quite a bit quite often.,2
Tiffanie Kalisz,Better directions on new equipment,I use the remote for only watching t.v. It takes longer to change stations with no button for going back to previous channel. Need to include numbers for changing channels which is faster. I have had many interruptions with the new firestick and remote.  Not any better than what I had before.,2
A.J.B.,Not happy with app font r Apple TV+ working.,Think I might return this one and get the cheaper model,2
nathan vetter,issues,"I’ve had firesticks for years all different models. This newest one for some reason glitches bad. I’ve never had a problem with a firestick till this one. About half the time I turn it on it just freezes & won’t do anything. Won’t go to home page, won’t go to an app won’t turn off. I have to manually turn the tv off with the power button on the tv in order to turn it off. It’s not my connection either because I can change the new one for an old one & no problems, the kids have no problems with theirs & I have no problem with anything that needs wifi in the house.",2
Bon,Short life,"I have 2 televisions and have bought 4 of these.  They are not long lasting.  I think almost annually I have had to replace either the fire stick or the flipper.  Last one wouldn’t boot up completely, froze on the fire stick screen.  Amazon said only solution was to buy a replacement.  I do think they are a bit more reliable (when they are working)  than the Roku’s that I had previously.  Real solution is to replace my older televisions with web enabled ones.",2
ron heller,"Firetvstick 4k, muy bueno.","Excelente producto como es el Firetvstick, la única queja, la versión 4k no se puede desactivar el HDR, lo que es indispensable para tv 4k que de gama media.",2
deb anderson,I like the fire TV but the remotes suck,"The fire stick works well,  the remotes are crap! The last fire stick we had the remote would stop working and we would have to take the batteries out and put them back in and re pair it to the fire stick and it would work for a week and we would have to start all over again. It was almost the same amount to buy a new fire stick as it was to replace the remote so I went with new. Well this remote totally just died I was using it and it just stopped working. It’s a rip off!!! The remotes are so expensive and they don’t even last 6 months. That’s garbage. Plus the remote is so small you can never find it. Very disappointed in this product.",2
mark,The remote broke after 1 year,Worked great for 1 year. then the remote stopped working. I don’t consider 1 year good. And a brand name replacement remote cost about what I paid for the whole thing.  Disappointed.,2
BOGIEMAN,"Initially a hassle, fixed the issue, decent customer service","I ordered my 4k fire stick and it would not connect to any remotes; the one that came with it, my older gen remotes, I even tried the Fire TV remote app. So the fire stick was malfunctioned. I called customer service to get a replacement, and was told to return the fire stick only but keep all the cords and the remote that came with the package. I had a gut feeling that wasn’t right- why would I return only bits and pieces of something that’s considered one entire package. So I waited for the replacement to arrive before returning anything, good thing too because the replacement was the entire package as well just as I’d suspected. Then the second fire stick’s remote did not work either, but the first package’s remote, my old gen remotes, and Fire TV app did. So I am now using remote A and fire stick B and returned all the rest. Frustrating situation but I’m finally satisfied with it now at least. If you get all the necessary parts that actually WORK, it’s worth it. Beautiful 4k quality.",2
Amazon Customer,Get it on sale or you'll regret it.,"I just had a 3rd device that broke just out of warranty. These things are money pits, if you buy 1 make sure it is during prime day because it won't last much longer after the warranty expires!",2
Merrill,Not loving it,"First, can’t add the Spectrum channel who is our cable provider. Had to find a work around. Over the weekend had to unplug to reset because nothing was loading. The one app that did, Hulu, would play audio but no video. Today, had to reset again because everything on the screen was pink and fuzzy. Next time I’ll just buy a Roku.",4
Mark R. Wietstock,It's ok,"This is my 2nd one. First one wouldn't sync the remote with the unit. I'm not a fan of the way the menu is set up, prefer Roku much more but Fioptics doesn't support those.",5
Tasha Jaramillo,Never again,Did not work. Remote was totally dead. Not like previous fire stick purchases. Emailed 9 days ago no reply. I did as the box required and nothing of a reply.,3
Amazon Customer,Does not support Spectrum app,Nice quality pic but does not support Spectrum app,2
Amazon Customer,Getting it to work.,Tried using Alexa for installation and doesn't help/work,2
Melissa ,STOPPED WORKING AFTER 8 MONTHS,LOVED THIS WHEN IT FIRST ARRIVED.  SLOWLY GOT LESS AND LESS RESPONSIVE AND ITS A MAJOR FIGHT TO GET CHANNELS CHANGED OR TURN THE TV OFF.,2
atkinsbe4,Only one positive attribute,The only thing I like is being able to preview what the next 2 shows will be on any channel. I totally DISLIKE that I can not easily switch from one channel to another by entering channel numbers. It does not have any numbers on it. I despise my cable company for switching to only using this devise for me to watch TV. I do not use alexa. I refuse to talk to a machine. I am not that damn lazy! I am looking for alternatives.,2
jmc,Fire TV Stick 4K streaming device with latest Alexa Voice Remote (includes TV controls),"The Fire TV Stick 4K streaming device with Alexa Voice Remote, has several technical issues, no encryption across the internet and very limited storage. Anyone has access to what you are watching across the internet and to your Wi-Fi network. No way to record and no way to add extra storage on the Fire TV 4k. I purchased a  OTG cable and flash drive, for the current Fire OS 6.2.9.1 but cannot use the extra storage for practical purposes and even when you load third party apps, which can see the flash drive but the Fire TV OS cannot or use it. The Alexa feature is lame, cannot perform have of the tasks you ask. I would get the Fire TV Stick 4K Max or the Fire TV Cube because of the version of Fire OS and storage  capabilities or by nothing at all",2
Frustrated,more work than expected to set up and Disney+ still does not work,"I have been using the firestick for about a month now.  I decided to purchase this firestick because my older, but still functioning Samsung smart TV is not receiving updated apps.  I had a good experience with Roku in the past, but was concerned about the tiff between YouTube and Roku. (Maybe resolved now)  So, based on good reviews, I decided to give the firestick a try.  Unlike various Amazon smart speakers we have purchased in the past, this firestick turned out to be much more challenging to set up.  Shortly after powering up, it seemed to ""hang"" receiving updates.  There was no opportunity to confirm the wifi settings were correct.  I tried moving much closer to the router, reset the firestick multiple times and was finally able to correctly enter my wifi settings.  Once I finally got it working, MOST of the streaming apps (Prime, Netflix, Hulu, YouTube) were a breeze to set up.  Disney+ has been a different story.  I have been trying, unsuccessfully, for a month to get it working.  The issue is some kind of communication error that pops up immediately upon launching the Disney+ app.  On rare occasions, I have made it to the Disney+ login screen, but got an error right after entering my email.  I have tried all of the suggestions I could find on the web- checking router settings, rebooting the router, rebooting the firestick, clearing the cache, uninstalling/reinstalling the app and resetting the firestick.  Nothing has worked.  Since all of my other streaming services are working perfectly, I conclude there is a flaw in the Disney+ app for this platform.  I notice the Disney+ software version ends in ""rc"", which indicates ""release candidate"" in software lingo.  If the software is not a full release version, no wonder it is buggy.  PLEASE can we get a software update to make this app more robust?  Overall, I would give the firestick 3 stars because most things do work great, except Disney+.  On the other hand, my older Roku (purchased for a different TV) worked right out of the box for all apps, including Disney+.  I am tempted to return the firestick and get another Roku, if the YouTube dispute is, indeed, resolved.",2
Cecelia M Arevalo,My NBC Evening news with Lester Holt does not load in?,I can't get my local or network news to load in when I normally watch in the evening...ver frustrating,2
Charles Riley,Too many faulty apps 😒,"I plug the Firestick into the back of my Yamaha receiver, we can control the volume on our Yamaha receiver with this Firestick & ABSOLUTELY love that! We could not do that with our Roku Stick.Unfortunately, we've had to unplug this Firestick three times in the two weeks we've had it, just won't wake from sleep. Even more concerning are problematic channels. ""Xfinity Stream"" is unwatchable; we must watch that on one of the Rokus. Peacock & The CW are too slow & buufffeeeerrrrrriinng all the time. That's just three, there are more.Afraid will have to go back to the Roku. Really wanted to like this Firestick.",2
Madeline S.,To make sure it continues to work …..,I need to send it back because it’s not working tried changing batteries plugging it in and unplugging it I’ve only had it for 2days….,2
Merrill,Okay good,Okay good,2
Mark R. Wietstock,Kept needing to refresh. Quality was not that good.,Quality was not very good.,4
JBlopez,Doesn't play well with VPN,"It's nice and fast - way more responsive than the old ones and I like how it eliminates the need for multiple remotes.  But with the VPN on, Netflix will not play and Prime Video is hit and miss.  Get this stuff sorted out and I'd give it 5 stars.",5
Annamous,Fire stck good ... lacking important features bad.,The Firestick is a convenient method for streaming. I own three. All three lack the ability to stay within the currently open app when doing a voice search. For example: I ask for Fox News on Alexa and it takes me OUT OF SLING and goes to  a Fox News App that requires a cable or satellite subscription id in order to connect. I pay Sling for this. I have to reenter Sling.,3
SHEAKH,Just Ok,Easy to install but disappointing options available …should include HULU,2
Kindle Customer,Difficult to use.,"Not user friendly, at least for older people.",2
Sandy,Not 4K HD quality…,Bought this for my LG 4K UHD tv.It is not 4K at all trust me everything else seems to be good hit 4K naw it is not just get you a regular one I have 4K Blu-ray’s and trust me I know the difference!!,2
John L.,No problems,I like this amazon stick but than again I'm only giving you 4 star because y'all are blocking my apps.  Only max stick and regular stick doesn't play HBO max on my phone when I get it to cast play but my other one does and it freeze up so I know y'all trying everything but I really don't care for it. Thanks,2
Amazon Customer,Works 4k is good,Works and 4k is good so far,2
Larry Ratcliffe,Hace unir a la familia,Un buen producto y de facil uso lo he enviado de regalo a mi familia.,2
Ron,Remote control is very shoddy,When netflix connects its clear and works  Its the remote that has problems Theres no way to shut the firestick off' When you shut it off it shuts down the television.  The other buttons on the remote are difficult to constantly popping up stuff that you dont want. The remote is very small and hard to use. As far as that voice gizmo no matter what you say to it different things pop up,2
Craig,One of the fire sticks does not work.,One of them does not work. Can a replacement be sent to me?,2
Merrill,Buttons on bottom don’t work,"The buttons “Netflix, Disney, etc at the bottom of the remote don’t work. Whenever I push them it just changes the input mode on the tv to either cable or DVD player..any help??",2
Mark R. Wietstock,They Keep dying,I have bought many of these and now they are all suddenly just black or gray screen. The older ones did not do this. Last chance with this one then I’m done with amazon sticks completely. Can’t return them I didn’t think they would stop working a month or two later and threw all the boxes away:(I do not recommend then after three have suddenly just stopped working!,2
stephen r burnett,Inexpensive and easy to use,Use to stream at home because it’s a little faster than the interface on my smart tv,4
Tyler Roberts,Could be great if it wasn't so buggy.,"I bought this to fix my older Samsung TV's lack of speed when executing commands on native apps (esp HBOMAX). I was going to buy an Apple TV box, but decided it was too pricey.The Fire TV stick was the perfect solution and integrated seamlessly with my older TV. It was simple to set-up and use- plug, login, play, and go.Initially I was liking the product but after a few weeks of use, there are significant flaws you should be aware of:-Prime Video app doesn't load quickly, it somewhat stutters to load the graphics etc. (and it's not my 300G connection that's the problem).-Disney+ has not been working on the app for months now, it won't load or sign in properly. While this is probably a Disney+ app issue with Firesticks, I've never come across this issue on other platforms.-HBOMAX app is now not working properly, initially it was smooth sailing and way better than my TV app. However, now it's become buggy despite clearing cache, data, restarting etc.This device has been around for 4 years+ and somehow these types of bugs haven't been figured out, a bit of a disappointment. I'll end up getting an Apple TV or Roku to replace this stream stick",5
Dana Harmon,Some apps don't work. Frustrating,Apps like paramount plus and ESPN+ don't work. I'm not sure why this is despite resetting apps etc. etc. Disappointing for those reasons.,3
Hippie,It's ok....less than I expected,"Thought that I would be getting more free streaming (Hulu, Paramount etc) but it keeps asking for a subscription. I've bee using Freevee (Amazon) which has some good programming. Sometimes the picture is dark on streams from channels like Bee TV.",2
Scott Gubricky,No es posible que no tenga la aplicación de HBO MAX!!,"Yo soy un usuario de HBO Max y cómo fire stick no la tiene cargada, ni se la puede encontrar con búsqueda, tuve que descargar la app siguiendo un video de YouTube pirata!! La app al no ser nativa es mala en su funcionalidad, Alexa no la reconoce… muy mala experiencia con una plataforma muy importante como HBO MAX… mala calificación!",2
