ReviewerName,ReviewTitle,Reviews,Rating
Merrill,The best invention yet,This is a great little device that give you tons of pleasure and entertainment. The technology is great and the price is right. The Amazon Fire-stick is a must of for all.,5
Mark R. Wietstock,easy to set up,"its easy to set up ,  install !",5
DOE,This little device has improved my viewing experience by 250 percent!,Love how I can use my phone or laptop to bring my existing apps and services to my TV so easily. Fire stick also gives me access to the high quality audio that I like from Amazon Music. This little device has improved my viewing experience by 250 percent! Why did I wait so long? I'm loving this! Does so much more than I knew!,4
Robert Brewer,Love it! Way better thank Cox😃,We switched over from cox and its working great!!,5
Mary,Great product!,Love the alexa function. So easy to set up.,3
Amazon Customer,Very Pleased,I bought this for Thursday night football. But I didn’t realize all that was available on Prime. My TV is supposed to have Prime access but it couldn’t keep up. So we had to buy the Fire.,5
k4zmb,"Quick ship, as advertised. Easy installation.",Streaming through the fire stick instead of my tv. Improved the picture quality on my 7 year old Sony Bravia to almost like new. Canceled my plan to replace my tv.,5
Sal64,Awesome!,"I got this for my sister since her tv doesn’t have any streaming services that work well and honestly this has been very useful, very easy to use and has everything you need in the palm of your hand. Easy installation and no issues so far since I bought it 2 months ago.",5
Brian Pelsh,Alexa,Alexa will open any and everything! I love it,5
Jennifer C.,Works just fine is required by local cable company,Works just fine is required by local cable company,5
Chap 43,Easy to connect!,"I am not a techie at all and I decided to set this up without help.  The set up was so easy.  Downloading apps was easy as well.  Still getting used to it, but so far, i am very happy to have this working so well. The amount of content is amazing!  I""m thinking of getting rid of my cable box, but need more use time before deciding. Great product.",5
Terry King,Easy quick setup,"Was simple, easy to use. Instructions were simple",4
Merrill,How to properly access all content .,Am not able to access all the content that is supposed to be loaded on the stick - VERY disappointed .,5
Mark R. Wietstock,Great add fir older TVs,I installed it on a glitchy Android Sony TV and it has transformed it to a usable TV.Easy install-autimated installation was a breeze.Batteey cover slides off when using remote and it is very frustrating,5
Alfredo,Hidden secrets,"Device works fine for reception, clarity and voice recognition. I canceled my Spectrum cable (went over to Sling for which I have other comments if it comes up for review) and wanted ESPN for the Fire TV. It's in the app store and it let me download. But I was not able to activate it because I did not have Spectrum access. Same catch 22 applies to other apps as well. Am keeping the device as it allows me to stream 4k movies in Prime which I could not otherwise do.",4
Samantha,Fire Stick works great,It works good. No complaints at this time,4
Joey Basulto,Amazing,I purchased 3 of them to replace the Xfinity boxes. Easy to install.,5
Euni,Excellent Quality,This is a much improved product.  Recommend.,3
Blueblazr,It works great,Easy streaming with this modelRemote is great,5
Vinay Kumar Raai,Amazing upgrade from previous firestick,"I bought this as a gift for my dad because his old firestick (not sure which model) was having issues connecting to his wifi and would constantly buffer. Nothing else in his house was having wifi issues so I bought him this to see if the upgrade helped, and it definitely did. He loves the voice control feature and the fact that the remote has streaming service shortcuts. Definitely worth the money",5
jbynj,Excellent device,We love the fire stick and it’s functionality.,4
wayne trezza,Firestick,Like the latest version of the firestick.New version of firestick has more options. Only hv to use 1 firestick remote had to use 2 with the older version.,5
Tom,Works great,Gives me better picture quality than I was getting on my old one.,5
Peluche sound shop,Great item and will buy again,Great item does  what it says,5
Merrill,Great,Fast shipping and great product would totally recommend,4
Mark R. Wietstock,Cool streaming!,Easy to operate and surf your favorites!!!,5
Rebekah Weis,Wonderful!,Easy to set up.Beautiful picture quality.,5
Ray Landis,Easier to manage than a Cox remote,As advertised. Only thing that is a pain is having to scroll through all sorts of channels to get to the one you want. No entering #'s and click.,5
Marta,Fire tv es grandioso,"Excelente artículo, en tv es lo mejor.",5
Marc Szukics,Brilliant!,I have a smart TV but the interface is terrible to use. I love the Fire Stick because it is so intuative and the voice commands function is everything!,5
Jack Bisping,Excellent,Really enjoy the ease of this firestivk,4
angelia woods,Must buy,Arrived expeditiously. Works greatly. Would buy again!,5
Gil Kibby,Nice way to get into the world of Fire TV,"Like the title says, nice way to get into the firestick market.Having also buying Google's Chromecast and TiVo's Streaming thingy (NOT the recording thingy), this fire TV is much much better. Even better than the built-in Roku that came with my TV.Love it!!!!",3
akarokey,Great deal,Works GreatDon't need that cable bill,5
Amazon Customer,Fire tv,Works amazing it's a a great tool,5
PEGGY HUTTON,Came fast/ Work fine,Came fast and works very good.,5
Merrill,12+ year old bedroom TV (Samsung),integrated perfectly and gave us more flexibility!,5
Mark R. Wietstock,Turns your normal TV into a smart TV,"Stream 4k YouTube videos quickly, has games, Amazon prime, and more!  Cheap answer to ""cutting the cord!""",5
Pete N,Fast,"Had an older version of the Fire Stick and it became too slow to be able to enjoy a movie.  The new, updated version has been great.",4
Priscilla  Giddens,It a great item I love it.,"It was easy to install and use, I love this product.",5
Deborah Taylor,Love it,We have purchased at least 10 of these. One for each tv in the house and multiple as gifts for friends and family. Everyone needs a fire stick!,5
Millie Hudson,Outstanding,Quality product. Easy to connect. Great features,5
walter folks,Worth every penny,Great product for a great price,5
Mohsen,Easily installed and working great so dar!,My TV did not support Hulu,4
Michael Satterfield,Fácil de instalar,"La calidad excelente, la instalación guiada",5
Ernie Rybarczyk,The fire stick as well as Apple TV but 1/3 the price!,Works great and a great deal!,3
Amazon Customer,Trabaja muy bien,Me gusto porque trabaja muy bien,5
Lynsie Walker,"Great product,works well with all steaming services","Great streaming quality,voice recognition is wonderful",5
Merrill,Affordable,Easy to set up and use,5
Mark R. Wietstock,Su calidad,Para ver con calidad mi tv,4
LeeAnne F.,Pain to setup please make it easy please,Pain in the ass to setup,5
Larry Heard,Works,Works well,5
Mrs. Wright,Works great,Works well as our TV no longer supports the Hulu app,4
hernan,Buena calidad,Es lo que esperaba buen producto,5
Crystal Anderson,Easy to use,Good product,5
zaconline,Love this,Got this for my Aunty who is electronically challenged but she loves the simplicity with so many options.  She is so happy with her fire stick,5
Victor  A.M.A.,A MUST BUY FOR YOUR STREAMING,Smooth as silk streaming and the Alexa feature is real fun. I would recommend not downloading third party apps. There are plenty of apps available in the App Store already. Something for everyone.,4
Emilio Rangel,Should come loaded,"Didn’t like that I had to find the additional apps, which some didn’t work,like the sports app",5
Amazon Customer,Love it!,I personally love the fact that you don’t have to point the remote directly at the tv for it to work haha! But also love that the little box doesn’t need to be in front of the tv as well! All in all it’s a must have for all streaming!,3
Huggster,A 5-star device now ships with a 3-star remote with useless buttons,"We have several of the earlier model of this product, and I must say it is quite good. But I just had one of them die on me, never to get past the boot logo, so I was hoping to be able to purchase this earlier model again. But this one is the only model now available, and it suffers from Roku syndrome, meaning it has useless buttons on its remote that are non-programmable shortcuts to app subscriptions that we neither have nor want. Well, we do have Prime, but the other stuff is useless, especially since we have no trouble downloading any app that we do want. I had dared to hope that Roku had learned their lesson early on with their useless remote button crap when they had the Rdio button and Rdio went the way of the dinosaur. But no, they keep right on doing it to this day, and now it seems everyone including Amazon has jumped on the bandwagon without even thinking about end users possibly not having or wanting subscriptions or companies discontinuing apps, which happens all the time. Here's a thought. You'll get a star back if you give us back the older remote that just had volume and power buttons on it, or maybe add some channel up/down buttons and an input switcher to take the place of the useless non-programmable subscription buttons. Of course simply allowing end users to program four of their favorite apps to these shortcut buttons would certainly make them useful as well, and would be a very good selling point for these newer devices. Meanwhile, although the 4K Fire Stick is a really good device, I will look elsewhere to replace the 2018/2019 model I had that died, and we will just keep right on using the rest of these older sticks until they also die or stop supporting the apps and subscriptions we do have, which incidentally don't have non-programmable buttons for them on the new remotes.",5
Merrill,Good product,Working good at this present time,5
Mark R. Wietstock,4k quality,"Very user friendly, I have 3 Firesticks. Best streaming device.",5
Roberto Alvarez,"REAT PRODUCT, WORKS GREAT!",PERFECT UPGRADE. UPGRADED AN ORIGINAL FIRE STICK. PLUG AND PLAY WAS FLAWLESS! THANKS!,5
Vilena Alexander,Perfect,"I had issues with a cable box due to internal wiring problems. I had no time to deal with removing cables making wholes to my wall, etc.I do have High Speed internet so with my Smart TV “Samsung” I downloaded my cable’s provider app but, in August the service ended as the app was no longer being supported anymore.Decided to get this as my cable provider has the app on Amazon store.Worked perfectly, also downloaded my other streaming apps and the remote was amazing it was recognized by the TV automatically.",5
Dustin B.,It is an excellent product.,Big thumbs up excellent product.,5
Debhor Berkley,Firestick is amazingly beautiful & I've should've had this along time ago,"4K is something I've never had before I got firestick and let me tell you, I don't even watch Hulu or Netflix as much anymore after installing this, I mean WOW is all I can say about it I really love this firestick and I want go back to normal lol I give this 5 Star Rating on everything..",5
Cherie,Good,Good,5
Ronald Mitre,Best streaming device ever!,I love this device! It's faster than ever and picture and sound quality are first rate.,5
LaTisha Jackson,Works as advertized.,Very pleased with this device.,5
Ola Franklin ,Works perfectly!,No complaints whatsoever! Excellent product.,4
Steve,Love it!,"My daughter bought me the Firestick to replace an older generation Apple. I’m terrible with technology, but this is super easy to use. I love it!",5
Amazon Customer,Works as advertised,"No issues, works as advertised",3
Merrill,Awesomeness,The absolute best in streaming!!!!!!!,5
Mark R. Wietstock,Works great!,This works perfect for me.,5
Shelley Anderson,good,very good,5
Lanaka,Works faster n better than old fire stick,"I Recently replaced my old fire stick with this one n I am very happy with it thus far. This fire stick seems way faster n smoother than my old one plus it has added buttons for live TV guide, Netflix, Prime video, Disney & Hulu which are really convenient. Luckily I bought it when it was on sale last week for 24 bucks, I told my brother about the sale this week but he said it was back to regular 48 dollar price.",5
Rafa Herrera,Review of the product,"For the most part, love it. The only thing I don’t like is the playback error reconnect in 3 seconds, it happens every few minutes.",5
Ellen Klein,Works as advertised.,This is my second firestick.  It works beautifully.,5
Theresa Lill,Made my TV Smart,"I have a regular TV and instead of just buying a new smart TV, I thought of trying the stick to see if it works. It really works great. Easy to install and the streaming quality is great too. A great product for a great price.",5
john teague,It’s ok,"It’s working even in Poland. Unfortunately there is something wrong wit remote, but thanks to app “fire tv” working perfect",5
Chuck J,Fire TV stick 4K,I like this remote because both the power and volume controls are included on the remote so I no longer need the tv remote also.,5
Brad Sylvester,Good performance,Easy to install and pair with TV. Works well,5
TonyB,Amazing!,This product is just wonderful!!  Now I can stream all of my favorite movies on one screen.  Not sure why I waited so long to set it up.  Set up was easy and I can't say enough good things about this product!,4
Amazon Customer,Works great,Very easy setup.Great product,5
Merrill,Works Amazing!,Super easy to set up and start streaming tool me about 10 minutes total from getting connected to my account to actually streaming a movie!,3
Mark R. Wietstock,Maravillooso,El amor de mi vida,4
PATRICE Ames,Working wonderfully,"Took a minute to review as my internet originally was sporadic. After I got my internet situation squared away, the Fire stick works awesome!!",4
Carlos Rivera,La calidad 100%. Buen artículo.,La calidad de la transmisión en el televisor.  Y este artículo me evito hacer un gasto en otro t.v. La integración con Alexa muy buena. Lo 🤔 Recomiendo,4
El Scotto,Exelente,Perfecto lo que ocupaba,5
HEATHER SMITH,4K Fire Stick,"Good purchase, great price!",5
good karma,Easy to use,Love my fire stick,4
OC Fun Guy,Good buy,Easy to setup 👌,4
Emilio Jose Lora,Love Amazon Prime with fire stick — get it now !,The tech support is accessible which is a plus . Good streaming quality and service  .  I have had several and highly recommend.,5
juan garcia,Works as advertised,Previous streaming device was a blue tooth dvd player that did not support the newest streaming channels. I don't have Alexa and voice control is of no use to me so I can't speak as to that function. I am extremely happy with the Firestick.,5
CHER,Freedom from cable,"Love the fire stick , no more cable needed ! You can see all your shows on the fire stick ! The price I pay for the apps I have chosen cost me less money than the cable company ! Way happier !",5
EDDYKINS,Price and reliability,Have no problems with it so far.,4
Merrill,A++,"A+, very easy to install. All aps needed are in.",5
Mark R. Wietstock,Streaming,Enjoying streaming on Youtubetv,3
koda yellow,Easy Set Up and Installation,The product was very easy to install and set up. This device makes the use of my Smart TV that much easier to use and to get the full benefits from. The picture and sound quality are excellent and I look forward to continuing to master the product to enhance the use of the entire system.,5
Rick,Me encanto 🤩,Es genial me encanto en su totalidad todo funciona muy bien y súper rápido hace tiempo necesitaba uno de esto wao súper encantado,4
Gerri,Faster than our last Firestick,We got this Firestick because the last one was so slow.  Definitely working a lot better!  Don't really use the Alexa feature.,4
Philip H.,Excellent Product!!!,"Alexa integration is the best, just pressing a button and say what you want to watch is awesome!!!I recommend it to everyone!!!",5
David M,Awesome,I love it. Better than I expected,4
Edward Bradford,Firestick 4g,To integrate my apps and voice control,5
Ask,Versatile love the apps,I like the apps you can add and the size of the remote,5
Larry Ross,"Easy to use, love it!","So simple to use, easy setup, perfect!",5
Geno Ocean,Great,It works great,5
Paul L.,Forget cable save your $,Easy set up,4
Merrill,great product,Very easy to set up and use,4
Mark R. Wietstock,Works very well!,This firestick works great!  Used it for an outdoor TV.  Just remember it's efficiency is all going to be based on your wifi signal strength.,5
ExperiencedObserver,Fire sticks,I love it!!,3
david,Wonderful product,Product works great.,5
Travis Raney,Works great,Good streaming product.,5
christopher larsen,It's so convenient,For my office,5
Horace Williams,Firestice,Easy to install,4
Fran McNeill,4k,Well since I have four of them I was just glad to get one and this one worked the last one didn't,4
jimmuggs,Best thing ever ❤️,It works beautifully!!,4
Mark Larson,Easy to use,Easy to use,5
ECONDI,Worst one yet ! This fails CONSTANTLY!( Update Amazon called me to help after this review,"I know it’s the stick bc I can put an old one in ( like 5 yrs old ! No updated remote etc ? And it will work but this one is GARBAGE! I have had to reload this 3 x this week alone !I have 3 tvs so it’s not my tv , the others are all normal w fire sticks older - this is my bedroom tvi think this is less than 2 years oldI got a fire tv but that thing annoys me so bad bc I can’t turn it in without unplugging it etc ( if I’ve left it off over a weekUPDATE : Amazon actually called me after this review and helped me update my software , let me know it was stil in warranty , etc . I’m changing my stars even tho no one asked me to. I just appreciate that they CARED I had a weird stick - I will probably use my warranty to replace this one but it’s nice to know someone kind will help you find he serial number etc .",5
DeeDee,Streaming Quality is great!,Easy to install.,5
Merrill,easy to use,"my husband and I like it so far it's very easy to use a lot of shows, movies to watch, what we really like we can go to our local channels also it's lot cheaper then cable or the dish'",5
Mark R. Wietstock,goodvalue,very easy install,4
ENRIQUE B.,Works exactly as expected,Does what it should almost boringly effective:-),5
Marek Siemieniuk,Value and convenience,Convenience and value,3
Patrick Henry,Works great,Does what I asked of it,4
Laura E.,Great streaming,"Finally nixed cable television! Saving tonsand the fire stick saved us from the monthly cost of a streaming box. Easy to set up, great quality. The voice response isn’t great- I have to repeat the commands several times. But overall— well worth it!",5
Khalil silvono moreno,Great item for streaming,"Works exactly as described, easy setup",5
Regina Wolfe,All tv's are different,"We have set up (3) tv's. One of which is giving us a problem! It seems to be a low signal from our router. I have a error code of PLR- 5014 that comes up, is this on you or verizon? please advise. thank you",5
baseball fan,Funciona bien,Excelente producto...lo recomiendo,5
Tyler ,It's Fire TV.  Good stuff.,It works well.,5
Mikey,Easy,Easy to set up. Works great.,5
IICAPN,Love it,Easy setup and easy to use,5
Merrill,Game changer.  Love the streaming and being able to make the most of my tv.,Wanted to get more out of the services I was paying for and this is the best.  Easy to set up and worth every penny!,4
Mark R. Wietstock,Upgraded my old stick,Thank God whoever came up with the Firestick! I still have older TV’s and saved me from having to buy smart TV’s Easy to install & use and like the new buttons on bottom to get straight to Hulu prone etc,5
Pedro,Easy to install,Great product.  Easy to install,4
Angela Crumpton,Alexa,Not able to connect with Alexa.  Actually we are not able to figure it out.,5
Clarence Greene,Great,No complaints,3
Debra Hilliard,Nice Inexpensive Streaming Device,I have 2 of these devices and am happy with both.  They work fine and are extremely easy to set up.,5
pATRICIA WEISS,Daughter has one and recommended it for Me.,Daughter is setting up all apps. I like the voice recognition and get lots of possibilities. Streams ng quality is great.,4
Scarlett,Best one so far.,I needed a new one my old one died. So far the best one. It even has tik tok lol,5
sbw1977,Exelente producto.,Exelente producto.-,4
nicole,good quality,very good,5
Sharwina Mort,I’m happy,Watch tv,5
pamboggs,Just push the power button and watch.,Easy to set up and use. After set up just push the power button and and it turns on the tv and changes the input.,5
Merrill,Good,Some conflicts with smart tv,5
Mark R. Wietstock,Easy set up,I got a new smart TV; all I had to do was plug the firestick in and set up is done.,4
Nancy,Great device,Works great,5
Mark,excellent,like it!,4
bruce witzig,Roku works great,"This little stick works great on our tv, we have several Roku devices and are pleased with each of them.",5
Ronald Brunner,Great product and quality,Streaming video,3
Robert Moyer,Worth it!,Must have!,4
Zeke,Easy to Use!,Just perfect!,4
Efrain T Martinez,Easy to use,Used on vacation works great,5
Dr. Bob,Preferred over Roku,Easy to set-up and use,5
Margaret Griffith,o,good product,4
Emily Cabrera,Nice upgrade from past model,Seems like the upgraded model has a much faster response time and hardly ever a lag compared to last model.,5
Merrill,Great,Works great,5
Mark R. Wietstock,Occasionally blacks out..WiFi or fire stick,Constantly toggling..no last channels viewedRelatively intuitive..pretty good Alexa verbal,5
Kim,Ease of use,"This device provides great commonality in utilizing new streaming technology, especially when used on multiple televisions in the home.",5
Twilarae,Great!,The picture quality if fantastic. And one small remote navigates me through the jungle of today's watching options. Love it!,4
David L. Denney,Love this!,So was to set up- even for me! Works perfect. Will order more soon & get rid of cable boxes,4
Lorraine,Works 👍,Love it,5
Nikki J. Hedrick-Robles,Makes a not smart tv a streaming divise,My daughter accidentally ordered a tv that she could not stream on. The firestick was an affordable and easy solution,3
Marina Duncan,Awesome!!!!!,Amazon Firestick is one of the best streaming devices to date everything you need without having to pay a bill after buying the device and uploading apps to watch what you want to watch. Totally Awesome 100 Stars!!!!!!;,4
Vbginny23452,Easy setup,"Easy setup,  great quality picture.  Our old one kept buffering,  this new one hasn't buffered yet!",4
golferman33,Easy to install and working perfectly,I have a 15 years old Toshiba TV so I was concerned about how the Firestick would work on an older TV.I had no problems and the streaming speed and quality is just fine.,4
Amazon Customer,I got for my grandchildren,On sale,5
valleyankee,It works great,"The one it replaced died after 4 years, a lot easier to replace a 25 fire stick then a tv.",5
Merrill,FIRE STICKS ARE AWESOM,I have three of them and I love them. Great way to turn a non smart tv into one.,5
Mark R. Wietstock,I love the direct button pushes for Netflix Hulu and so on. Product works great,Works great,4
Lou Stalcup,First time user,"for a first time user, this has been an easy and enjoyable experience. Very easy set up and use",5
Gionelli,NA,NA,5
Brian Douglas Isebrand,Access to streaming,Na,5
BRIAN R GIBSON,works great,na,5
marty,Better than expected . Very happy,Excellent,4
Robert H. Reinig,Awesome,Entertainment,5
Jerry Klein,Good,Good,3
John Quenga,Excellent,Clear,5
Patrick M.,Fire stick,"Love it, works perfectly",4
Tammy,NIce,all what you need!,5
Merrill,it good,like,5
Mark R. Wietstock,I’m satisfied. It does everything that I want,It’s what I wanted,5
Stephanie Day,Guide,I wish it would setup its own guide.,5
coach,NFL,I use firestick tv to watch football 🏈,5
dwayne,Better than buying a smart TV,It’s the answer for those who have non-smart TV’s and want to partake in the streaming game.,5
Michelle Dufault,Is working,Es bueno me gusto,5
Jose,"Works great, reception is excellent",Simple at home entertainment,5
Mary Ann Contreras,It's perfect,I love my firestick,4
Gracie Maybit,On Sale or not it's a good buy,Having trouble with picture or sound on your smart tv and new hdmi cables don't work. Try this stick or the cube.,5
teffany jenks,Made my older smart tv MUCH smarter!,I couldn't get amc+ on my older smart tv sets. Now I have that and much more!,3
Sarah Paulhamus,Love it,Love it,4
Jorge Diaz,Fire stick,So far the fire stick seems to work ok I just need to learn more about it.,5
Merrill,Great stream device,Nothing bad about bit,5
Mark R. Wietstock,Multiple tv's,This is a second Firestick for an additional television. Have been using it for a month now and have had no streaming issues. This second Firestick arrived already registered to our Amazon account. Minimal setup was necessary unlike the one for the primary television.,5
Sam C.,Works great and smaller than the old one,Works 10 times faster than my old one. I love the volume power and quick app buttons,5
Amazon Customer,It works.  A while lot of ads on screen though,"Yikes!  It works but lord it is annoying. I thought it would be like other little devices where you see your subscriptions and you pick one and off you go.  No, Amazon's interface looks like the side of a building in building in Times Square.  There is ad junk everywhere for things you are not subscribed to and have no interest in.",4
Amazon Customer,Signal,"Every once in a whileLoses signal,other than that works pretty good",5
juan leon,Where and how do I get developer options,I can't see developer options why and how do I get it,5
Jibran,Works as intended. Very happy with this product,"This item works as intended, is user friendly and I am very happy with this product",4
Jenny,Good Purchase,I needed an upgrade and this was it! It's very easy to install and the quality is great.  Definitely recommend.,5
NYYGuy79,Price,The stick was easy  too put on both tvs and the up rate was nice,4
Rupert,very good,very good,5
Erin Hoppe,Easy to use,Easy to use,3
Kyle,Easy to install,We replaced an older firestick and arevery pleased with the performance.Do not use Alexa…,5
Merrill,they was free,for my tvs,5
Mark R. Wietstock,Good product,Good product but a bit complicated to download and install apps,5
Doris Bishop,Muy bueno,Muy buen producto,5
J L Molina,Firestix,Love it very affordable works great,5
DROL,It's  great,I really like everything about it,5
J. Velasquez,The Price,It’s better than the older models! I can see all the buttons on it .,5
Antonio Lloyd,Great item,Easy set up,5
Scottie Rushton,Able to watch more,Bought this instead of a tv,5
Dan,Easy to install.,"I installed my firestick quickly with the short, simple, easy to follow instructions.The picture quality is quite good.The only issue that I have encountered is that I can't seem to be able to engage the closed captioning function.",5
John Sutton,"Works as advertised, great picture quality and fast devise.","Love it, great value, no negatives!",4
Amazon Customer,"Easy to install, Many apps available",Very easy to install. Installed and set up in 15 min. Easy to download and configure new apps. Works great.,5
Leighton Williams,Excelente Producto,"Facil de usar, me ayudo a resolver un problema que me estaba dando un appletv.",3
Merrill,Voice Recognition or comands works better than my older control.,movies and music and sports so far I like it.,5
Mark R. Wietstock,Numbers on device,I miss having numbers on this device like are on a regular remote control. I don't like to have to go to the Guide everytime I want to watch a certain channel.,5
AmazonCustomer,A much needed upgrade from the first fire stick,"I love the quick access buttons, easy to use and a lot better stream quality",5
Jeff,Great for beginners,Only complaint is it is bloated with amazon add ons and the memory is easily maxed out if you try and add too many additional apps. Works great though. I personally like Roku better.,5
Amazon Customer,Great,When some channels are unavailable,5
Amazon Customer,Todo funcion excelente soy de Ecuador y puedo ver todo el contenido que tenia contratado,Todo execelente,5
dave,Nice replacement.,Our original Amazon fire stick stopped working so we got this new one and it has been working fine.,5
Louie 1959,4k vs LITE,"Have several LITES, but they don’t work with volume and turning on-off TV, so got this one for non-smart TV in garage. Works great but it doesn’t come up with home screen up, may be my idiocy, so I have to hit the home button to get her going but whatevs.  Turns my TV on and off and has volume controls so don’t have to use the manufacturer remote at all.",5
heather phipps,Fire stick remote not controlling all tv functions,4K fire stick in Sony Bravia 4K tv does not allow fire stick remote device to control all tv functions. Need other tv remote to control volume and turn tv on/off.,5
Bob Peden,Great features,I love the new one! It does everything for me. Very easy set up,5
Vivek Daruka,Easy setup,Seamless setup.,4
mery_lu,Works as should but came with old software...,"This is a nice firestick 4K, I bought 2 of them. The only issue I have is the OS Version. They both came with OS 6, While my Plain Fire stick (3rd gen) came with OS 7.On OS 7 you can see a extended drive if you add one via an OTG cable, on the 4K firesticks you cannot see the ext. memory, unless you use a 3rd party app like XPlorer.",5
Merrill,Does the job,"Love it, I didn't need to buy smart TV, this gave my TV all that it needed. Love it.",3
Mark R. Wietstock,Testing fire stick,I dislike when the system is buffering and no app will come through,5
chipmunkluck,Well Worth It,I battled with myself if it would be worth it. It’s worth it!!,5
Fred,Woks Great! Should have ordered along time ago!,Woks Great! Should have ordered along time ago! Recommend a F-F adapter for quick connect to any TV,4
Barbara Maloney,New style remote.. otherwise it’s the same.,"I don’t write reviews often, but I learned a few tricks that solved issues I’ve had over the years. I hope this helps others with seemingly unsolved issues with firesticks.Firstly I’ve been using firesticks even before 4K TVs and they’ve almost always have worked well. The occasional restart/reboot on older models were something my family got used to. I eventually replaced all older units with this 4K version. And now never have to reboot. Although this has slightly better remote function, it’s essentially the same as the 2018/2019 version. The 4K Max has the spec bump and quicker less congested WiFi 6 configurations.Okay, so my biggest gripe with the firestick had to do with it not always playing HDR or Dolby Vision, which defeats the purpose of it being a 4K model. I’ve scoured tons of forums and looked at countless YouTube videos regarding this. But either the solutions didn’t work, or they would only be HDR 10 when the nicer Dolby Vision was available.SOLUTION: Make sure your 4K tv setting are set properly. Go into “INPUT” settings and find the HDMI input you’re using for the firestick and depending on your model make sure “UHD” is toggled on. This solution finally allowed every content I’ve played on all streaming services to finally play Dolby Vision content (and HDR when DV was not) every single time. I hope this helps.",5
Pat D,Great TV watching!,"I can get many channels to watch, easy to install, easy to use!",4
Amari Miller,Es rapido,Muy buen producto,5
fabricio josue,Must get,Must get if you don’t have smart tv or do. Love the software,5
Mario and Anna,Great,I love the Firestick. Able to cut my cable bill almost in half.,5
7879056751,Fire stick,N/a,5
Marcos avalos,It works,Easy to set up.,5
nina simone,Good picture and variety of shows,I am very satisfied with this purchase. It is always as advertised.,4
Merrill,Very Good Fire Stick,"I got this cause my 3rd generation fire stick was giving me all kinds of problems,from buffering issues to the voice not paring with the actors voices.It was very easy to set up,one of the features I liked was the paring of my Blue Tooth Sound Bar,it gave me a list after my TV sound couldn't find the sound.I don not have a 4k TV but the picture on my Samsung Smart TV is great,I see some improvement of the picture.The only problem I have intermittently (Why I gave it 4 stars)is sometimes I have to go back because again the voices are not in tune with the people speaking.But after I re-start the movie news program,etc.Everything mates.The remote is 100 times better than the last remote (2nd generation) I can control the sound bar from my chair,mute it,go to Prime all in one remote.However I have another Samsung TV that I use as a monitor for my computer and sometimes it shuts or turns on the TV.I definitely recommend this Fire Stick.",5
Mark R. Wietstock,Fire - Smart,Took my hubby's 'outdated' Smart TV & made it SMART again!! 🤣🤣,3
Nancy Warner,Everything is awesome till today,"So, I had 2 previous models before and one just broke and the other one’s remote also broke from itself, so I told myself to try a better model and purchased this one on Nov 7th, 21.Well, it is not even a year! Today started to acting up just like being controlled by someone else remotely. Scared the hell out of me. Did every troubleshooting I know, factory reset and still acting up. It is moving between apps from itself, went to Hulu to register a new acct, kicked me out of Netflix on TV and tried to log me into it on the stick. Factory reset didn’t help.It is either preloaded with a virus or a glitch in it's system that can’t be fixed.Now. Back to my old one using the new remote and hoping it will last a little longer.Advise: if you are thinking to buy, don’t be fool like me, buy a protection plan as well.Update: contacted costumer service and they will replace it with a new one and will send the old one I have back to them.Upgraded the stars to 4",5
MILTON DAVIS SR,Quality,5stars,5
LS,Great!,Great,5
Martin I.,Good,Good,5
Dale Hooper,good product,nice,5
Bienvenida Cruz,best one yet !,very easy set up. No hair pulling out this time. Loved it,5
ohodoyan,Easy To Figure Out,Mostly easy to set up...once I plugged it in the correct HDMI port. I would have liked back lit buttons so I could see them in the dark when I'm watching at night. Make sure you have your laptop handy. It's much easier to sign on to the various apps on a laptop than a phone. I like the Alexa feature...sure beats scrolling through hundreds of shows to find one.,5
Amazon Customer,l,jmn,5
Upper Peninsula of Michigan,Love this,"I love this upgrade. My last one the voice recognition stopped working, so upgraded. This include the speed buttons for hy and Disney which we use alot. And love the volume buttons as well. Now no need for 2 remotes.",5
ricky,Buena,Buenas,5
Merrill,Great item,Programmable to operate the tv because of losing the tv remote,5
Mark R. Wietstock,Great buy,I have an older model smart tv around 2016 and this has fully changed my tv experience,4
A Mat,Great for the price,Already shared comments,5
Isabel,like,Item is of choicest quality. Quality of the wrapping was grand. Fast delivery. Would buy from again.,3
Frederick,Works great,I'm happy with item.,5
Robert Foltz,Excellent,"So convenient having all your apps together on this stick, love that have Alexa and Netflix integrated.",5
L. Clark,One of the best around,"Given the choices of streaming devices, I think for price-to-performance, the Amazon Firestick 4k is one of the best you can get. You have the ease of it being an Android device where you can install/sideload apps and the interface is not bad at all and easy to use.You could subjectively find a 'better' option than this, but it will cost you a bit more and the difference isn't all that much. I'm satisfied and ticking with this!",4
Teresa Hershman,Fire TV Stick 4K,It works.I wired it to my home network instead of using the WiFi - less buffering.,5
Brian K.,Excelente,Le da rapidez a los tv y corren bien cualquier plataforma.,5
Antoinette McGregor,Lots of channels to chose from.,Like the multitude of choices and the price for the service.,5
Lou Greco,Clear definition and sound!,Love the newer updated version! You can definitely tell the difference.,5
Robert F.,"So far, So good",Like it.,5
Merrill,Tried to initiate it in a condo but failed. Will try again when I return.,See above.,4
Mark R. Wietstock,Enjoy watching TV,Love it.,5
Frederica phonex,Fire stick,Streaming is unbelievable and advantageous money wise instead of cable tv,5
